Modelo,ID,our_id
renault trucks cr t460 4x2 full plus+ e5.,[1672724],3472
renault trucks cr t460 6x2 full plus+ e5,[1672725],3473
renault trucks cr t480 4x2 full plus w/o voith,[1672726],3474
renault trucks cr t480 6x2 full plus w/o voith,[1672727],3475
renault trucks cr t520 6x2 high e5,[1672728],3476
sdgl l936,[1675580],3477
sdgl l938,[1675581],3478
sdlg g9220,[1623493],3479
sdlg l958f,[1623427],3480
sdlg l968f,[1623428],3481
sdlg lg6150e,[1623318],3482
sdlg lg6225e,[1623319],3483
sdlg lg918,[1623424],3484
"semeato sembradora , cajon rotomoldeado pd21r21-n6(rosca)",[1623824],3485
semeato sembradora cera labranza pd17r17 - n6 (rosca),[1623825],3486
sigma4 cargador de pallet kit pallet 1000 kg,[1623826],3487
sigma4 kit cargador de pacas plastificadas,[1623827],3488
sigma4 kit cargador de troncos kit garra de madera,[1623828],3489
sigma4 kit garra de silo 1500 mm,[1623829],3490
sigma4 kit garra de silo 2000 mm,[1623830],3491
sigma4 kit muela de silo kit muela silo,[1623832],3492
sigma4 pala cargadora frontal 1100 kilos iron m10 lr85,[1623833],3493
sigma4 pala cargadora frontal 1300 kilos iron m20,[1623834],3494
sigma4 pala cargadora frontal 1500 kg c/adaptador iron m30llf,[1623835],3495
sigma4 pala cargadora frontal 1500 kg c/adaptador iron m30mf,[1623836],3496
sigma4 pala cargadora frontal 1500 kg c/adaptador iron m30mf5712,[1623837],3497
sigma4 pala cargadora frontal 1500 kg c/adaptador iron m30mff,[1623838],3498
sigma4 pala cargadora frontal 1500 kilos iron m30,[1623839],3499
sigma4 pala cargadora frontal 1700 kg c/adaptador iron m40 lgf,[1623840],3500
sigma4 pala cargadora frontal 1700 kg c/adaptador iron m40mf,[1623841],3501
sigma4 pala cargadora frontal 1700 kg c/adaptador iron m40mff 6711-6713,[1623842],3502
sigma4 pala cargadora frontal 1900 kg c/adaptador iron m50mf,[1623843],3503
sigma4 pala cargadora frontal 1900 kg c/adaptador iron m50mf 7614,[1623844],3504
siloking carro mezclador vertical mixer compact 10m3,[1623845],3505
siloking carro mezclador vertical mixer compact 18 m3,[1623846],3506
sinotruk c7h 4x2 400 at ev,[1844417],3507
sinotruk c7h 4x2 440 at ev,[1844419],3508
sinotruk c7h 4x2 480 at ev,[1844421],3509
sinotruk c7h 6x2 400 at ev,[1844416],3510
sinotruk c7h 6x2 440 at ev,[1844418],3511
sinotruk c7h 6x2 480 at ev,[1844420],3512
sinotruk c7h 6x2 540 at ev,[1844422],3513
sinotruk c7h 6x4 540 at ev,[1844424],3514
sinotruk homan 914.c,"[1670906, 1670907, 1842964]",3515
sinotruk t5g 4x2 240 ev,[1842968],3516
sinotruk t5g 4x2 280 ev,[1842969],3517
sinotruk t5g 6x2 280 ev,[1842970],3518
sinotruk t5g 6x2 340 ev,[1842971],3519
sinotruk t5g 6x4 340 ev,[1842972],3520
sinotruk t7h 6x4 400 tolva ev,[1844494],3521
ssangyong all new musso 4wd at full qs723,[1670259],3522
ssangyong all new musso 4wd at qs722,[1670260],3523
ssangyong korando glx 1.5t 6at 2wd 6ab at 2024,"[2055587, 2055588, 2055589, 2055590, 2055592, 2055593, 2055594, 2055595, 2055596, 2055598, 2055599, 2055601, 2055602, 2055590, 2055591, 2055592, 2055593, 2055594, 2055595, 2055596, 2055597, 2055600, 2055602]",3524
ssangyong korando glx 1.5t 6mt 2wd 6ab mt 2024,"[2055570, 2055571, 2055572, 2055573, 2055575, 2055576, 2055577, 2055578, 2055579, 2055581, 2055582, 2055584, 2055585, 2055573, 2055574, 2055575, 2055576, 2055577, 2055578, 2055579, 2055580, 2055583, 2055585]",3525
ssangyong korando glx 1.6td 6at 2wd 6ab at 2024,"[2055553, 2055554, 2055555, 2055557, 2055558, 2055559, 2055560, 2055561, 2055562, 2055564, 2055565, 2055567, 2055568, 2055556, 2055557, 2055558, 2055559, 2055560, 2055561, 2055562, 2055563, 2055566, 2055568, 2055558]",3526
ssangyong korando glx 1.6td 6mt 2wd 6ab mt 2024,"[2055536, 2055537, 2055538, 2055540, 2055541, 2055542, 2055543, 2055544, 2055545, 2055547, 2055548, 2055550, 2055551, 2055539, 2055540, 2055541, 2055542, 2055543, 2055544, 2055545, 2055546, 2055549, 2055551, 2055541]",3527
ssangyong korando limited 1.5t 6at 2wd 6ab at 2024,"[2055604, 2055605, 2055606, 2055607, 2055609, 2055610, 2055611, 2055612, 2055613, 2055615, 2055616, 2055618, 2055619, 2055607, 2055608, 2055609, 2055610, 2055611, 2055612, 2055613, 2055614, 2055617, 2055619]",3528
ssangyong korando lx 1.5t 6mt 2wd mt 2024,"[2055621, 2055622, 2055623, 2055626, 2055627, 2055628, 2055629, 2055630, 2055632, 2055633, 2055635, 2055636, 2055624, 2055625, 2055626, 2055627, 2055628, 2055629, 2055630, 2055631, 2055634, 2055636]",3529
"ssangyong musso 2,2 4x4 at deluxe",[1670410],3530
ssangyong musso 4x4 at deluxe full 2.2l,[1670411],3531
ssangyong musso 4x4 at full 2.2l,[1670412],3532
ssangyong musso 4x4 mt full 2.2l,[1670413],3533
ssangyong musso deluxe diesel 2.2l,[1670414],3534
ssangyong musso full diesel 2.2l,[1670415],3535
ssangyong musso glx 2.2td 4x4 mt 2024,"[2042665, 2042666, 2042667, 2042668, 2042669, 2042670, 2042671, 2042672, 2042673, 2042674, 2042676, 2042677, 2042678, 2042679, 2042680, 2042665, 2042666, 2042667, 2042668, 2042669, 2042672, 2042673, 2042674, 2042675, 2042676, 2042677, 2042678, 2042679, 2042680, 2042668, 2042669, 2042670, 2042671, 2042672, 2042673, 2042674, 2042675, 2042678, 2042680]",3536
ssangyong musso grand diesel 2.2l at,[1670416],3537
ssangyong musso grand full diesel 2.2l,[1670417],3538
ssangyong musso grand full diesel 2.2l at,[1670418],3539
ssangyong musso grand full diesel 2.2l mt,[1670419],3540
ssangyong musso grand full diesel 2.2l mt sc,[1670420],3541
ssangyong musso grand full diesel 4x4 2.2l,[1670421],3542
ssangyong musso grand full diesel 4x4 2.2l mt,[1670422],3543
ssangyong musso grand glx 2.2td 4x2 at 2024,"[2041917, 2041918, 2041919, 2041920, 2041921, 2041922, 2041923, 2041924, 2041925, 2041926, 2041928, 2041929, 2041930, 2041931, 2041932, 2041920, 2041921, 2041922, 2041923, 2041924, 2041925, 2041926, 2041927, 2041930, 2041932]",3544
ssangyong musso grand glx 2.2td 4x2 mt 2024,"[2041900, 2041901, 2041902, 2041903, 2041904, 2041905, 2041906, 2041907, 2041908, 2041909, 2041911, 2041912, 2041913, 2041914, 2041915, 2041903, 2041904, 2041905, 2041906, 2041907, 2041908, 2041909, 2041910, 2041913, 2041915]",3545
ssangyong musso grand glx 2.2td 4x4 mt 2024,"[2041934, 2041935, 2041936, 2041937, 2041938, 2041939, 2041940, 2041941, 2041942, 2041943, 2041945, 2041946, 2041947, 2041948, 2041949, 2041937, 2041938, 2041939, 2041940, 2041941, 2041942, 2041943, 2041944, 2041947, 2041949]",3546
ssangyong musso grand limited 2.2td 4x4 at 2024,"[2041951, 2041952, 2041953, 2041954, 2041955, 2041956, 2041957, 2041958, 2041959, 2041960, 2041962, 2041963, 2041964, 2041965, 2041966]",3547
ssangyong musso grand limited plus 2.2td 4x4 at 2024,"[2041968, 2041969, 2041970, 2041971, 2041972, 2041973, 2041974, 2041975, 2041976, 2041977, 2041979, 2041980, 2041981, 2041982, 2041983]",3548
ssangyong musso grand lx 2.2td 4x2 mt 2024,"[2041883, 2041884, 2041885, 2041886, 2041887, 2041888, 2041889, 2041890, 2041891, 2041892, 2041894, 2041895, 2041896, 2041897, 2041898, 2041886, 2041887, 2041888, 2041889, 2041890, 2041891, 2041892, 2041893, 2041896, 2041898]",3549
ssangyong musso grand lx 2.2td 4x4 mt 2024,"[2042648, 2042649, 2042650, 2042651, 2042652, 2042653, 2042654, 2042655, 2042656, 2042657, 2042659, 2042660, 2042661, 2042662, 2042663]",3550
ssangyong musso limited 2.2td 4x4 at 2024,"[2042682, 2042683, 2042684, 2042685, 2042686, 2042687, 2042688, 2042689, 2042690, 2042691, 2042693, 2042694, 2042695, 2042696, 2042697]",3551
ssangyong musso limited plus 2.2td 4x4 at 2024,"[2042699, 2042700, 2042701, 2042702, 2042703, 2042704, 2042705, 2042706, 2042707, 2042708, 2042710, 2042711, 2042712, 2042713, 2042714]",3552
ssangyong musso xdi 4x4 2.2l,[1670423],3553
ssangyong new korand glx 1.5t 6mt 2wd 6ab,[2034702],3554
ssangyong new korand glx 1.6td 6mt 2wd 6ab,[2034708],3555
ssangyong new korand lx 1.5t 6mt 2wd,[2034714],3556
ssangyong new musso glx 2.2 td 6mt 4wd,"[2035206, 2035207, 2035208]",3557
ssangyong new musso grand glx 2.2td 6at 2wd,"[2035224, 2035225, 2035226]",3558
ssangyong new musso grand glx 2.2td 6mt 2wd,"[2035230, 2035231, 2035232]",3559
ssangyong new musso grand glx 2.2td 6mt 4wd,"[2035236, 2035237, 2035238]",3560
ssangyong new musso grand limited 2.2td 6at 4wd,"[2035242, 2035243, 2035244]",3561
ssangyong new musso grand limited plus 2.2td 6at 4wd,"[2035248, 2035249, 2035250]",3562
ssangyong new musso grand lx 2.2td 6mt 2wd,"[2035254, 2035255, 2035256]",3563
ssangyong new musso limited 2.2 td 6at 4wd,"[2035212, 2035213, 2035214]",3564
ssangyong new musso limited plus 2.2 td 6at 4wd,"[2035218, 2035219, 2035220]",3565
ssangyong new rexton lx 2.0t 6at 4wd 6ab,[2034720],3566
ssangyong new rexton lx 2.0t 6mt 2wd 6ab,[2034726],3567
ssangyong new rexton lx 2.2td 8at 2wd 2ab,[2034732],3568
ssangyong new rexton yrx100 2wd mt,[1669127],3569
ssangyong new rexton yrx111 2wd at,[1669128],3570
ssangyong new rexton yrx201 2wd at,[1669129],3571
ssangyong new rexton yrx211 4wd at,[1669130],3572
ssangyong new rexton yrx212 4wd at,[1669131],3573
ssangyong rexton glx 2.2td 2wd 6ab at 2024,[2055490],3574
ssangyong rexton glx 2.2td 2wd 6ab mt 2024,"[2055468, 2055469, 2055470, 2055475, 2055476, 2055477, 2055479, 2055480, 2055482, 2055483]",3575
ssangyong rexton glx 2.2td 8at 4wd 6ab at 2024,"[2061435, 2061436, 2061437, 2061438, 2061439, 2061440, 2061441, 2061442, 2061445, 2061447]",3576
ssangyong rexton lx 2.0t 6at 4wd 6ab at 2024,"[2061520, 2061521, 2061522, 2061523, 2061524, 2061525, 2061526, 2061527, 2061530, 2061532]",3577
ssangyong rexton lx 2.0t 6mt 2wd 6ab mt 2024,"[2061486, 2061487, 2061488, 2061489, 2061490, 2061491, 2061492, 2061493, 2061496, 2061498, 2061488]",3578
ssangyong rexton lx 2.2td 8at 2wd 2ab at 2024,"[2055505, 2055506, 2055507, 2055508, 2055509, 2055510, 2055511, 2055512, 2055515, 2055517, 2055507]",3579
ssangyong rexton lx 2.2td 8at 2wd 2ab mt 2024,"[2055519, 2055520, 2055521, 2055522, 2055526, 2055527, 2055528, 2055530, 2055531, 2055533, 2055534]",3580
ssangyong tivoli glx 1.6 6mt 2wd,[2034738],3581
ssangyong tivoli glx 1.6 6mt 2wd mt 2024,"[2055638, 2055639, 2055640, 2055641, 2055643, 2055644, 2055645, 2055646, 2055647, 2055649, 2055650, 2055652, 2055653, 2055641, 2055642, 2055643, 2055644, 2055645, 2055646, 2055647, 2055648, 2055651, 2055653]",3582
ssangyong tivoli limited 1.6 6at 2wd 6 ab at 2024,"[2055655, 2055656, 2055657, 2055658, 2055660, 2055661, 2055662, 2055663, 2055664, 2055666, 2055667, 2055669, 2055670, 2055658, 2055659, 2055660, 2055661, 2055662, 2055663, 2055664, 2055665, 2055668, 2055670]",3583
ssangyong tivoli lx 1.6 6mt 2wd,[2034744],3584
ssangyong tivoli lx 1.6 6mt 2wd mt 2024,"[2055672, 2055673, 2055674, 2055675, 2055677, 2055678, 2055679, 2055680, 2055681, 2055683, 2055684, 2055686, 2055687, 2055675, 2055676, 2055677, 2055678, 2055679, 2055680, 2055681, 2055682, 2055685, 2055687]",3585
ssangyong tivoli tv1010,[1669405],3586
ssangyong tivoli tv1011,[1669406],3587
ssangyong tivoli tv1111,[1669407],3588
ssangyong torres glx 1.5t 2wd at 2024,"[2055706, 2055707, 2055708, 2055709, 2055711, 2055712, 2055713, 2055714, 2055715, 2055717, 2055718, 2055720, 2055721, 2055709, 2055710, 2055711, 2055712, 2055713, 2055714, 2055715, 2055716, 2055719, 2055721]",3589
ssangyong torres glx 1.5t 2wd mt 2024,"[2055689, 2055690, 2055691, 2055692, 2055694, 2055695, 2055696, 2055697, 2055698, 2055700, 2055701, 2055703, 2055704, 2055692, 2055693, 2055694, 2055695, 2055696, 2055697, 2055698, 2055699, 2055702, 2055704]",3590
ssangyong torres glx 1.5t 4wd at 2024,"[2055723, 2055724, 2055725, 2055726, 2055728, 2055729, 2055730, 2055731, 2055732, 2055734, 2055735, 2055737, 2055738, 2055726, 2055727, 2055728, 2055729, 2055730, 2055731, 2055732, 2055733, 2055736, 2055738]",3591
ssangyong torres glx 1.5t at 4wd,[2034750],3592
ssangyong torres glx 1.5t mt 2wd,[2034756],3593
ssangyong torres limited plus 1.5t 4wd bitono at 2024,"[2055740, 2055741, 2055742, 2055743, 2055745, 2055746, 2055747, 2055748, 2055749, 2055751, 2055752, 2055754, 2055755]",3594
ssangyong torres limited plus 1.5t 4wd sunroof at 2024,"[2055757, 2055758, 2055759, 2055760, 2055762, 2055763, 2055764, 2055765, 2055766, 2055768, 2055769, 2055771, 2055772]",3595
stara abonador tornado600md,[1623847],3596
stara arado escarificador/subsolador laser5,[1623848],3597
stara arado escarificador/subsolador laser7,[1623849],3598
stara arado escarificador/subsolador laser9,[1623850],3599
stara kit de tiro disco de corte y rodillo kit5tiro,[1623852],3600
stara kit de tiro disco de corte y rodillo kit7tiro,[1623853],3601
stara kit de tiro disco de corte y rodillo kit9tiro,[1623854],3602
stara pala niveladora starplan3000,[1623855],3603
still fmx-10,[1703788],3604
still kit uñeta ech12,[1668577],3605
still kit uñeta exh-sf20,[1668579],3606
still kit uñeta exp 20,[1668581],3607
still kit uñeta exu 20,[1668578],3608
still kit uñeta exv 16,[1668580],3609
still kit uñeta fm-x 14,[1668582],3610
still kituñeta fm-x 17,[1668583],3611
still rx20-16p,[1668524],3612
still rx20-18,[1623575],3613
still rx20-20p,[1623573],3614
still rx50-16,[1623576],3615
still rx60-25,[1623574],3616
still rx60-30,[1668525],3617
still rx60-50_litio,[1668526],3618
subaru crosstrek 2.0i awd cvt,[2034762],3619
subaru crosstrek 2.0i awd cvt at 2024,"[2055777, 2055778, 2055779, 2055782, 2055784, 2055787, 2055783, 2055789]",3620
subaru crosstrek 2.0i awd cvt dynamic eyesigh at 2024,"[2055794, 2055795, 2055796, 2055799, 2055800, 2055801, 2055804]",3621
subaru crosstrek 2.0i awd cvt touring eyesigh at 2024,"[2055811, 2055812, 2055813, 2055816, 2055817, 2055818, 2055821]",3622
subaru crosstrek 2.0i hybrid awd cvt touring es,[2034768],3623
subaru new forester 2.0i awd cvt x,[2034774],3624
subaru new forester 2.0i awd cvt xs,[2034780],3625
subaru new forester híbrido 2.0i hybrid awd cvt dynamic eyesight,[2034786],3626
sunlong pukara urbano,[1538969],3627
suzuki alto 800 0.8l gl,[1669623],3628
suzuki alto 800 0.8l glx,[1669624],3629
suzuki alto 800 0.8l glx ac,[1669625],3630
suzuki baleno 1.4l gl,[1669645],3631
suzuki baleno 1.4l gls,[1669646],3632
suzuki baleno 1.4l gls aut,[1669647],3633
suzuki baleno 1.4l glx,[1669648],3634
suzuki baleno 1.4l glx aut,[1669649],3635
suzuki carry pick up,[1670293],3636
suzuki dzire 1.2l gl,[1670028],3637
suzuki dzire 1.2l gl sport,[1670029],3638
suzuki dzire 1.2l gl sport aut,[1670030],3639
suzuki dzire 1.2l glx,[1670031],3640
suzuki dzire 1.2l glx aut,[1670032],3641
suzuki jimny 1.5l glx aut,"[1840921, 1840921]",3642
suzuki s-cross 1.4l limited 4x4 boosterjet,[1669305],3643
suzuki s-cross 1.6l gl,[1669306],3644
suzuki s-cross 1.6l gl aut,[1669307],3645
suzuki s-cross 1.6l glx,[1669308],3646
suzuki s-cross 1.6l glx 4x4,[1669309],3647
suzuki s-cross 1.6l glx aut,[1669310],3648
suzuki s-presso 1.0l glx ac,[1669854],3649
suzuki s-presso 1.0l glx adventure,[1841133],3650
suzuki swift 1.0l boosterjet glx,[1841137],3651
suzuki swift sport 1.4l,[1669861],3652
suzuki swift sport 1.4l aut,[1669862],3653
suzuki vitara 1.4l limited boosterjet awd,[1669478],3654
suzuki vitara 1.6l gls,[1669480],3655
suzuki vitara 1.6l gls awd,[1669482],3656
suzuki vitara 1.6l glx,[1669483],3657
suzuki vitara 1.6l glx aut,[1669484],3658
suzuki vitara 1.6l glx awd,[1669485],3659
suzuki vitara 1.6l limited awd,[1669488],3660
suzuki xl7 1.4l gl,[1673831],3661
suzuki xl7 1.4l glx,[1673832],3662
suzuki xl7 1.4l glx aut,[1673833],3663
swcharze sp-10,[1842345],3664
topcon kit banderillero kitx14-sgr1,[1668614],3665
topcon kit pocisionameinto kitx25-ag4,[1668615],3666
topcon kit rtk movil,[1668613],3667
topcon sistema autopiloto aes 25 / 35,[1668616],3668
toyota 4runner 4.0l 4x2 sr5,"[1668682, 1668682]",3669
toyota 4runner 4.0l 4x4 limited,"[1668683, 1668683]",3670
toyota 4runner 4.0l 4x4 sr5,"[1668684, 1668684]",3671
toyota 4runner 4x2 sr5 control volante,"[1668685, 1668685, 1668685]",3672
toyota 4runner 4x2 sr5 control volante *nueva,"[1668686, 1668686]",3673
toyota 4runner 4x4 limited *nueva,"[1668687, 1668687, 1668687]",3674
toyota 4runner 4x4 sr5 control volante * nueva,"[1668688, 1668688, 1668688]",3675
toyota 4runner limited 4x4 at 2024,"[2056629, 2056632, 2056624, 2056625, 2056626, 2056627, 2056629, 2056630, 2056631, 2056632, 2056633, 2056635, 2056636, 2056638, 2056639, 2056634]",3676
toyota 4runner sr5 4x2 at 2024,"[2056612, 2056615, 2056607, 2056608, 2056609, 2056610, 2056612, 2056613, 2056614, 2056615, 2056616, 2056618, 2056619, 2056621, 2056622, 2056617, 2056613, 2056614, 2056608, 2056611, 2056612, 2056616, 2056622, 2056620]",3677
toyota 4runner sr5 4x4 at 2024,"[2056595, 2056598, 2056590, 2056591, 2056592, 2056593, 2056595, 2056596, 2056597, 2056598, 2056599, 2056601, 2056602, 2056604, 2056605, 2056600, 2056595, 2056594, 2056599, 2056600, 2056603, 2056605, 2056591, 2056593, 2056596, 2056597, 2056598]",3678
toyota 4runner sr5 connected 4x4,[2034792],3679
toyota 4x2 2.4 mt dx,[1670230],3680
toyota aygo 5 puertas x-r5,[1669640],3681
toyota aygo x-cite,"[1669641, 1669641]",3682
toyota aygo x-g3,"[1669642, 1669642]",3683
toyota aygo x-g5,"[1669643, 1669643]",3684
toyota aygo x-r3,[1669644],3685
toyota c-hr luxury 1.8 4x2 cvt hv,"[1668791, 1668792, 1668791, 1668792, 1668791]",3686
toyota camry hv,"[1669973, 1669973, 1669974, 1669973, 1669974]",3687
"toyota corolla 1,6 xli mt","[1670007, 1670007]",3688
toyota corolla 1.8 hev,"[1670008, 1670008]",3689
toyota corolla 1.8l xei aut,"[1670009, 1670009]",3690
toyota corolla 2.0 cvt,"[1670010, 1670010]",3691
toyota corolla 2.0 xei cvt,"[1670011, 1670011]",3692
toyota corolla cross 1.8 seg cvt hv híbrido,[1839117],3693
toyota corolla cross 1.8 xei cvt hv híbrido,[1839116],3694
toyota corolla cross 2.0 seg cvt,[2034798],3695
toyota corolla cross hev seg 1.8 hev at 2024,"[2056510, 2056513, 2056515]",3696
toyota corolla cross hev xei 1.8 hev at 2024,"[2056493, 2056496, 2056488, 2056489, 2056490, 2056493, 2056494, 2056495, 2056496, 2056497, 2056499, 2056500, 2056501, 2056502, 2056503, 2056493, 2056491, 2056492, 2056497, 2056496]",3697
toyota corolla cross hv 1.8 seg cvt hv hibrido,"[2034803, 2034805, 2034806, 2034804]",3698
toyota corolla cross hv 1.8 xei cvt hv hibrido,"[2034809, 2034811, 2034812, 2034810]",3699
toyota corolla seg 1.8 cvt hev,"[1670014, 1670013, 1670014, 1670013, 1670014]",3700
toyota corolla seg 1.8 hev 2024,"[2050303, 2050304, 2050301, 2050302, 2050304, 2050305, 2050306, 2050307, 2050308, 2050311, 2050313, 2050302, 2050308, 2050308]",3701
toyota corolla sport 1.2l se,[1669685],3702
toyota corolla sport 1.2l se aut,[1669686],3703
toyota corolla sport s 1.8 hv cvt,"[1669687, 1669687]",3704
toyota corolla sport se 1.2 turbo cvt,"[1669688, 1669688]",3705
toyota corolla sport se 1.2 turbo mt,"[1669689, 1669689]",3706
toyota corolla sport se 1.8 hv cvt,"[1669690, 1669691, 1669691, 1669690]",3707
toyota corolla sport turbo 1.2l se cvt,[1669692],3708
toyota corolla xei 2.0 6mt,"[1670017, 1670015, 1670017, 1670017, 1670015]",3709
toyota corolla xei 2.0 cvt,"[1670016, 1670016, 1670018, 1670016, 1670018]",3710
toyota corolla xei 2.0 mt,"[1670012, 1670012]",3711
toyota corolla xli 1.6 6mt,"[1670020, 1670019, 1670020, 1670006, 1670019, 1670020, 1670006]",3712
toyota fortuner 2.7l sr5 4x2,"[1668934, 1668934, 1668934]",3713
toyota fortuner 2.7l srx 4x2,"[1668935, 1668935, 1668935]",3714
toyota fortuner 2.7l srx 4x4,"[1668936, 1668936]",3715
toyota fortuner 2.8l mt tdi 4x4,"[1668937, 1668937]",3716
toyota fortuner 2.8l tdi sr5 4x4,"[1668938, 1668938]",3717
toyota fortuner 2.8l tdi srx 4x4,"[1668939, 1668939, 1668939]",3718
toyota fortuner sr5 4x2 2.7 at,[2034816],3719
toyota fortuner sr5 4x2 2.7l,"[1668940, 1668940]",3720
toyota fortuner sr5 4x2 2.7l at 2024,"[2056527, 2056530, 2056522, 2056523, 2056524, 2056525, 2056529, 2056530, 2056531, 2056533, 2056534, 2056536, 2056537, 2056532]",3721
toyota fortuner sr5 4x4 mt tdi 2.8l,"[1668941, 1668941]",3722
toyota fortuner sr5 4x4 tdi 2.8 at,[2034822],3723
toyota fortuner sr5 4x4 tdi 2.8 at 2024,"[2056562, 2056566]",3724
toyota fortuner sr5 4x4 tdi 2.8 mt 2024,[2056545],3725
toyota fortuner sr5 4x4 tdi 2.8l,"[1668942, 1668943, 1668942, 1668943, 1668942]",3726
toyota fortuner sr5 tdi 2.8 mt,[2034828],3727
toyota fortuner srv 4x2 2.7l,[1668944],3728
toyota fortuner srx 2.7 at 4x2,[2034834],3729
toyota fortuner srx 4x2 2.7l,"[1668945, 1668945]",3730
toyota fortuner srx 4x4 2.7l,"[1668946, 1668946]",3731
toyota fortuner srx 4x4 tdi 2.8 at 2024,"[2056573, 2056574, 2056575, 2056577, 2056578, 2056579, 2056580, 2056581, 2056582, 2056584, 2056585, 2056587, 2056588, 2056583]",3732
toyota fortuner srx 4x4 tdi 2.8l,"[1668947, 1668947]",3733
toyota hiace cargo l1h1 2024,"[2049414, 2049415, 2049416, 2049419, 2049420, 2049421, 2049422, 2049425, 2049428]",3734
toyota hiace furgón 2.8l l1h1,"[1670649, 1670649]",3735
toyota hiace furgón 2.8l l1h1b,"[1670650, 1670650, 1670650]",3736
toyota hiace furgón 2.8l l2h2b,"[1670652, 1670652]",3737
toyota hiace pasajeros 2.8l l1h1 11pas,"[1670792, 1670792, 1670792]",3738
toyota hiace pasajeros 2.8l l2h2 9pas,"[1670793, 1670793, 1670793]",3739
toyota hiace turismo l1h1 gl,"[1670795, 1670794, 1670795, 1670794]",3740
toyota hiace turismo l1h1 mt 2024,"[2060113, 2060114, 2060117, 2060118, 2060119, 2060124]",3741
toyota hiace turismo l2h2 gl,"[1670796, 1670797, 1670796, 1670797]",3742
toyota hilux 2.4 4x2 mt sr,"[1670340, 1670340]",3743
toyota hilux 2.4 4x4 dx cabina simple,"[1670341, 1670341]",3744
toyota hilux 2.4 4x4 mt dx,"[1670342, 1670342]",3745
toyota hilux 2.4 4x4 mt sr,"[1670343, 1670343]",3746
toyota hilux 2.4l dx cd 4x2,"[1670344, 1670344, 1670344]",3747
toyota hilux 2.4l dx cd 4x4,[1670345],3748
toyota hilux 2.4l dx cs 4x4,[1670346],3749
toyota hilux 2.4l sr cd 4x2,"[1670347, 1670347]",3750
toyota hilux 2.4l sr cd 4x4,"[1670348, 1670348]",3751
toyota hilux 2.7 4x2 mt dx gasolina,[1670349],3752
toyota hilux 2.7 4x2 mt sr gasolina,"[1670350, 1670350]",3753
toyota hilux 2.7l dx gasolina cd 4x2,[1670351],3754
toyota hilux 2.7l sr gasolina cd 4x2,"[1670352, 1670352]",3755
toyota hilux 2.8 4x4 at srv,"[1670353, 1670353]",3756
toyota hilux 2.8 4x4 mt sr,[1670354],3757
toyota hilux 2.8 4x4 mt sr r,"[1670355, 1670355]",3758
toyota hilux 2.8l sr cd 4x4,"[1670356, 1670356]",3759
toyota hilux 2.8l srv cd 4x4 aut,"[1670357, 1670357]",3760
toyota hilux 4x2 2.4 mt dx diesel,"[2035259, 2035261, 2035262, 2035262, 2035259, 2035263, 2035260]",3761
toyota hilux 4x2 2.4 mt sr diesel,[2035266],3762
toyota hilux 4x2 2.7 mt sr gasolina,"[2035271, 2035274, 2035275, 2035272]",3763
toyota hilux 4x4 2.4 mt dx diesel,"[2035279, 2035280, 2035277, 2035280, 2035277, 2035281, 2035278]",3764
toyota hilux 4x4 2.4 mt dx diesel cabina simple,"[2035284, 2035283, 2035286, 2035287]",3765
toyota hilux 4x4 2.4 mt sr diesel,"[2035289, 2035292, 2035293, 2035290]",3766
toyota hilux 4x4 2.8 at srv diesel,"[2035295, 2035298, 2035299, 2035296]",3767
toyota hilux 4x4 2.8 mt sr,"[1670358, 1670358]",3768
toyota hilux 4x4 2.8 mt sr diesel,"[2035301, 2035303, 2035304, 2035302]",3769
toyota hilux dx 2.4 4x2 mt 2024,"[2041356, 2041357, 2041358, 2041359, 2041360, 2041361, 2041362, 2041363, 2041364, 2041365, 2041367, 2041368, 2041369, 2041370, 2041371, 2041361, 2041361, 2041362, 2041364, 2041360, 2041362, 2041364, 2041356, 2041357, 2041358, 2041359, 2041363, 2041365, 2041366, 2041369, 2041370, 2041371]",3770
toyota hilux dx 2.4 4x4 mt 2024,"[2041390, 2041391, 2041392, 2041393, 2041394, 2041395, 2041396, 2041397, 2041398, 2041399, 2041401, 2041402, 2041403, 2041404, 2041405, 2041390, 2041391, 2041392, 2041393, 2041394, 2041395, 2041397, 2041398, 2041399, 2041400, 2041401, 2041403, 2041404, 2041405, 2041395, 2041395, 2041396, 2041398]",3771
toyota hilux dx 2.8 4x4 mt 2024,"[2043209, 2043210, 2043211, 2043212, 2043213, 2043214, 2043215, 2043216, 2043217, 2043218, 2043220, 2043221, 2043222, 2043223, 2043224, 2043214, 2043215, 2043217]",3772
toyota hilux dx cs 2.8 4x4 mt 2024,"[2041480, 2041481, 2041483, 2041479, 2041481, 2041483, 2041485]",3773
toyota hilux dx dc 2.4 4x2 mt 2024,"[2043056, 2043057, 2043058, 2043059, 2043060, 2043061, 2043063, 2043064, 2043065, 2043066, 2043067, 2043069, 2043070, 2043071, 2043061, 2043062, 2043064, 2043060, 2043066]",3774
toyota hilux dx dc 2.4 4x4 mt 2024,"[2043078, 2043079, 2043081, 2043077, 2043079, 2043081, 2043074, 2043080, 2043087, 2043073, 2043075, 2043076, 2043082, 2043086, 2043088, 2043077, 2043083]",3775
