Modelo,ID,our_id
toyota hilux sr 2.4 4x2 mt 2024,"[2041373, 2041374, 2041375, 2041376, 2041377, 2041378, 2041379, 2041380, 2041381, 2041382, 2041384, 2041385, 2041386, 2041387, 2041388, 2041378, 2041379, 2041381, 2041377, 2041379, 2041381, 2041373, 2041374, 2041375, 2041376, 2041380, 2041382, 2041386, 2041387, 2041388, 2041383]",3776
toyota hilux sr 2.4 4x4 mt 2024,"[2041407, 2041408, 2041409, 2041410, 2041411, 2041412, 2041413, 2041414, 2041415, 2041416, 2041418, 2041419, 2041420, 2041421, 2041422, 2041412, 2041413, 2041415, 2041411, 2041413, 2041415, 2041407, 2041408, 2041409, 2041410, 2041414, 2041416, 2041420, 2041421, 2041422, 2041417]",3777
toyota hilux sr 2.7 4x2 mt 2024,"[2041492, 2041493, 2041494, 2041495, 2041497, 2041498, 2041499, 2041500, 2041501, 2041503, 2041504, 2041506, 2041507, 2041497, 2041500, 2041496, 2041500, 2041501, 2041502, 2041507, 2041497]",3778
toyota hilux sr 2.8 4x4 mt 2024,"[2041424, 2041425, 2041426, 2041427, 2041428, 2041429, 2041430, 2041431, 2041432, 2041433, 2041435, 2041436, 2041437, 2041438, 2041439, 2041429, 2041429, 2041430, 2041432, 2041428, 2041430, 2041432, 2041429, 2041434, 2041424, 2041425, 2041426, 2041427, 2041431, 2041433, 2041437, 2041438, 2041439, 2041428, 2041434, 2041424, 2041425, 2041426, 2041427, 2041428, 2041431, 2041433]",3779
toyota hilux sr dc 2.4 4x2 mt 2024,"[2043090, 2043091, 2043092, 2043093, 2043094, 2043095, 2043096, 2043097, 2043098, 2043099, 2043101, 2043102, 2043103, 2043104, 2043105, 2043090, 2043091, 2043092, 2043093, 2043094, 2043095, 2043097, 2043098, 2043099, 2043100, 2043101, 2043103, 2043104, 2043105, 2043095, 2043096, 2043098]",3780
toyota hilux sr dc 2.4 4x4 mt 2024,"[2043112, 2043113, 2043115, 2043107, 2043108, 2043109, 2043110, 2043111, 2043112, 2043113, 2043114, 2043115, 2043116, 2043118, 2043119, 2043120, 2043121, 2043122, 2043117]",3781
toyota hilux srv 2.8 4x4 at 2024,"[2041441, 2041442, 2041443, 2041444, 2041445, 2041446, 2041447, 2041448, 2041449, 2041450, 2041452, 2041453, 2041454, 2041455, 2041456, 2041446, 2041447, 2041449, 2041445, 2041447, 2041449, 2041441, 2041442, 2041443, 2041444, 2041448, 2041450, 2041454, 2041455, 2041456, 2041445, 2041451]",3782
toyota land cruiser prado 2.7l tx-l 3p,"[1669060, 1669060]",3783
toyota land cruiser prado 3d tx-l,"[1669061, 1669061, 1669061]",3784
toyota land cruiser prado 4.0l vx 4wd aut,[1669062],3785
toyota land cruiser prado 4.0l vx-l limited 4wd aut,"[1669063, 1669063]",3786
toyota land cruiser prado 5d vx,"[1669064, 1669064, 1669064]",3787
toyota land cruiser prado vx-l limited,"[1669065, 1669065]",3788
toyota prius,"[1670127, 1670127]",3789
toyota prius c,"[1669829, 1669829, 1669830, 1669829, 1669830]",3790
toyota prius hibrido,"[1669831, 1669831]",3791
toyota raize 1.2 cvt gas e mt 2024,"[2056743, 2056744, 2056746, 2056748, 2056749, 2056750, 2056752, 2056754, 2056755, 2056757, 2056758]",3792
toyota raize 1.2 mt gas mt 2024,[2056719],3793
toyota rav 4 limited 2.5 4x4 cvt hv,"[1669207, 1669207]",3794
toyota rav4 2.0 le cvt 2wd,[2034840],3795
toyota rav4 2.0 le mt 2wd,"[2034845, 2034846, 2034847, 2034848, 2034846]",3796
toyota rav4 2.0l le,"[1669208, 1669208, 1669208]",3797
toyota rav4 2.0l le 4x4,"[1669209, 1669209]",3798
toyota rav4 2.0l le aut,"[1669210, 1669210, 1669210]",3799
toyota rav4 2.0l xle aut,"[1669211, 1669211, 1669211]",3800
toyota rav4 2.5l adventure 4x4 aut,"[1669212, 1669212, 1669212]",3801
toyota rav4 2.5l xle 4x4 aut,"[1669213, 1669213, 1669213]",3802
toyota rav4 2.5l xle aut,"[1669214, 1669214, 1669214]",3803
toyota rav4 adventure 2.5 4x4 at,"[1669215, 1669215]",3804
toyota rav4 híbrido 2.5l le aut,"[1669216, 1669216, 1669216]",3805
toyota rav4 híbrido 2.5l limited 4x4 aut,"[1669217, 1669217, 1669217]",3806
toyota rav4 híbrido 2.5l xle aut,"[1669218, 1669218, 1669218]",3807
toyota rav4 le 2.0 4x2 cvt,"[1669219, 1669219]",3808
toyota rav4 le 2.0 4x2 cvt at 2024,"[2056680, 2056683, 2056675, 2056676, 2056677, 2056678, 2056680, 2056681, 2056682, 2056683, 2056684, 2056686, 2056687, 2056689, 2056690]",3809
toyota rav4 le 2.0 4x2 mt,"[1669220, 1669220]",3810
toyota rav4 le 2.0 4x2 mt 2024,"[2056663, 2056666, 2056658, 2056659, 2056660, 2056661, 2056663, 2056664, 2056665, 2056666, 2056667, 2056669, 2056670, 2056672, 2056673, 2056668]",3811
toyota rav4 le 2.0 4x4 mt,[1669221],3812
toyota rav4 le 2.0 4x4 mt 2024,"[2056697, 2056700, 2056692, 2056693, 2056694, 2056695, 2056697, 2056698, 2056699, 2056700, 2056701, 2056703, 2056704, 2056706, 2056707, 2056702]",3813
toyota rav4 le 2.5 4x2 cvt hv,"[1669222, 1669222]",3814
toyota rav4 limited 2.5 hv cvt 4x4 at 2024,"[2056646, 2056649, 2056641, 2056642, 2056643, 2056646, 2056647, 2056648, 2056649, 2056650, 2056652, 2056653, 2056655, 2056656, 2056651]",3815
toyota rav4 new xle 2.0 4x2 cvt,"[1669223, 1669223]",3816
toyota rav4 xle 2.0 4x2 cvt,"[1669224, 1669224]",3817
toyota rav4 xle 2.0 4x2 cvt at 2024,"[2056799, 2056802, 2056794, 2056795, 2056796, 2056797, 2056799, 2056800, 2056801, 2056802, 2056803, 2056805, 2056806, 2056808, 2056809, 2056804]",3818
toyota rav4 xle 2.5 4x2 at,"[1669225, 1669225]",3819
toyota rav4 xle 2.5 4x2 cvt hv,"[1669226, 1669226]",3820
toyota rav4 xle 2.5 4x2 cvt hv at 2024,"[2056833, 2056836, 2056828, 2056829, 2056830, 2056833, 2056834, 2056835, 2056836, 2056837, 2056839, 2056840, 2056842, 2056843, 2056838, 2056833]",3821
toyota rav4 xle 2.5 4x4 at,"[1669227, 1669227]",3822
toyota rav4 xse 2.5 4x2 cvt hv at 2024,"[2056816, 2056819, 2056811, 2056812, 2056813, 2056816, 2056817, 2056818, 2056819, 2056820, 2056822, 2056823, 2056825, 2056826, 2056816]",3823
toyota rush 1.5 xei at,"[1669249, 1669249, 1669249]",3824
toyota rush 1.5 xei mt,"[1669250, 1669250, 1669250]",3825
toyota rush 1.5 xli at,"[2034864, 1669251, 1669251, 1669251]",3826
toyota rush 1.5 xli mt,"[1669252, 1669252, 1669252]",3827
toyota tundra 4x4 sr5,"[1670560, 1670561, 1670560, 1670561]",3828
toyota turismo l1h1 gl,"[1670859, 1670859]",3829
toyota turismo l2h2 gl,"[1670860, 1670860]",3830
toyota yaris 1.5 i 2024,"[2050281, 2050282, 2050283, 2050284, 2050288, 2050289, 2050290, 2050292, 2050293, 2050295, 2050296, 2050291]",3831
toyota yaris 1.5l gli,"[1670204, 1670204]",3832
toyota yaris 1.5l gli aut,"[1670205, 1670205, 1670205]",3833
toyota yaris 1.5l lei aut,"[1670206, 1670206]",3834
toyota yaris 1.5l xli,"[1670207, 1670207, 1670207]",3835
toyota yaris cross xi 1.5 at 2024,[2056787],3836
toyota yaris sedan gli e cvt,"[1670208, 1670208, 1670208]",3837
toyota yaris sedan gli e mt,"[1670209, 1670209, 1670209]",3838
toyota yaris sedan lei h cvt,"[1670210, 1670210, 1670210]",3839
toyota yaris sedan lei mt,"[1670211, 1670211, 1670211]",3840
toyota yaris sedan xli c mt,"[1670212, 1670212, 1670212]",3841
toyota yaris sport 1.5l gle at,"[1669877, 1669877]",3842
toyota yaris sport 1.5l gle mt,"[1669878, 1669878]",3843
toyota yaris sport 1.5l gli,[1669879],3844
toyota yaris sport 1.5l gli aut,[1669880],3845
toyota yaris sport 1.5l sport,"[1669881, 1669881]",3846
toyota yaris sport 1.5l sport aut,"[1669882, 1669882]",3847
toyota yaris sport 1.5l sport mt,"[1669883, 1669883]",3848
toyota yaris sport gle at,"[1669884, 1669884, 1669884]",3849
toyota yaris sport gle mt,"[1669885, 1669885, 1669885]",3850
toyota yaris sport sport at,"[1669886, 1669886, 1669886]",3851
toyota yaris sport sport mt,"[1669887, 1669887, 1669887]",3852
"trelleborg kit ruedas treb9,5r32",[1668610],3853
"trelleborg kit ruedas treb9,5r44",[1668611],3854
"trelleborg kit ruedas treb9,5r48",[1668612],3855
unlu arado vertedera reversible m3,[1623856],3856
unlu arado vertedera reversible m4,[1623857],3857
vbc chapodadora doble comando hidráulico c4,[1623858],3858
vbc chapodadora simple con distribuidor hidráulico co,[1623859],3859
vbc desbrotadora ancho regulable s1-e,[1623860],3860
vbc deshojadora aspiración aire dgs1,[1623861],3861
vbc podadora de olivos de 5 discos de 500 mm pj650-h,[1623862],3862
vbc pre-podadora en seco p0-10,[1623863],3863
vicon abonador accionamiento hidraulico ro-m 2000lew hyd,[1623864],3864
vicon abonador pendular 600 lts ps604,[1623865],3865
vicon abonador ro-m 1550 hyd,[1623866],3866
vicon abonador ro-m 2000 hyd,[1623867],3867
vicon kit_alza_ro-m,[1668597],3868
vicon tolva abonadora de 2800 lts con balanza ro-m geospread,[1623868],3869
vogele super 1300,[1668425],3870
vogele super 1800,[1668426],3871
volare v8l ejecutivo 4x4 full,[1672980],3872
volare v8l ejecutivo full,[1673071],3873
volare v8l ejecutivo full con rampla,[1673072],3874
volare v8l escolar asiento banqueta,[1673073],3875
volare v9l rural,[1673068],3876
volare v9l universal con rampla,[1673070],3877
volare v9l urbano,[1673069],3878
volare w9c fly ejecutivo full,[1673066],3879
volare w9c fly ejecutivo sin aire,[1673067],3880
volare wl ejecutivo full,[1673147],3881
volkswagen 15.190 constelletion tolva 6m3,[1672930],3882
volkswagen 17.230 constellation tolva 6 a 8 m3,"[1672931, 1672931, 1672931, 1672931]",3883
volkswagen 17.280 constelletion tolva 6 a 8 m3,"[1672932, 1672932, 1672932, 1672932]",3884
volkswagen 17230 4x2 constellation con grúa hyva,[1668267],3885
volkswagen 17230 6x2 constellation con grúa hyva,[1668268],3886
"volkswagen 17230 6x2 constellation recolector de 19 m3, alza contenedor","[1672634, 1672634, 1672634]",3887
volkswagen 17230 constellation aljibe 10000 lts acero carbono,"[1672625, 1672625, 1672625]",3888
volkswagen 17230 constellation aljibe 10000 lts acero inoxidable,"[1672626, 1672626, 1672626]",3889
volkswagen 17280 4x2 constellation con grúa hyva,[1668270],3890
volkswagen 17280 6x2 aut constellation 6x2 recolector 19 m3,"[1672635, 1672635, 1672635, 1672635, 1672635, 1672635]",3891
volkswagen 17280 6x2 constellation con grúa hyva,[1668269],3892
volkswagen 17280 at constellation 4x2 aljibe,"[1671795, 1671795, 1671795]",3893
volkswagen 17280 az constellation 6x2 aljibe,"[1671798, 1671798]",3894
volkswagen 17280 az constellation aljibe 10000 lts tipo bomberos,"[1672629, 1672629, 1672629, 1672629]",3895
volkswagen 17280 constellation 6x2 az aljibe,"[1671801, 1671801]",3896
volkswagen 17280 constellation 6x2 az aljibe 15000 lts acero inoxidable,"[1672627, 1672627, 1672627]",3897
volkswagen 17280 constellation 6x2 recolector 20m3,"[1672636, 1672636, 1672636]",3898
volkswagen 17280 constellation aljibe 10000 lts acero inoxidable,"[1672628, 1672628, 1672628, 1672628, 1672628]",3899
volkswagen 17280 constellation mt 4x2 recolector delta 15m3,"[1672637, 1672637, 1672637]",3900
volkswagen 17280 constellation mt 6x2 recolector delta 19m3,"[1672638, 1672638, 1672638]",3901
volkswagen 17280 constellation recolector de 15m3,"[1672633, 1672633, 1672633]",3902
volkswagen 17280 mt constellation 4x2 aljibe,"[1671806, 1671806]",3903
volkswagen 17280 mt constellation 6x2 aljibe,"[1671807, 1671807]",3904
volkswagen 26.280 constellation tolva 10 12 m3,"[1672933, 1672933, 1672933]",3905
volkswagen 26280 6x4 constellation aljibe 15000 lts acero inoxidable,"[1672630, 1672630, 1672630]",3906
volkswagen 26280 6x4 constellation con grúa hyva,[1668271],3907
volkswagen 26280 constellation mt 6x4 recolector delta 19m3,"[1672639, 1672639, 1672639, 1672639]",3908
volkswagen 31.330 constellation tolva 12 a 14 m3,"[1672934, 1672934, 1672934]",3909
volkswagen 31330 6x4 constellation aljibe 20000 lts acero carbono,"[1672631, 1672631, 1672631, 1672631]",3910
volkswagen 31330 6x4 constellation con grúa hyva,[1668272],3911
volkswagen 31330 constellation 6x4 aljibe 20000 lts acero inoxidable,"[1672632, 1672632, 1672632, 1672632]",3912
volkswagen 31330 constellation mt 6x4 recolector delta 19m3,"[1672640, 1672640, 1672640, 1672640]",3913
volkswagen 31330 constellation mt 6x4 recolector delta 21m3,"[1672641, 1672641, 1672641]",3914
volkswagen 32.360 constellation 6x4 aljibe acero inoxidable 20.000 lts,"[1671814, 1671814]",3915
volkswagen amarok 2.0l comfortline 4motion,[1670262],3916
volkswagen amarok 2.0l comfortline 4motion aut,[1670263],3917
volkswagen amarok 2.0l comfortline 4x2,[1670264],3918
volkswagen amarok 2.0l highline 4motion aut,[1670266],3919
volkswagen amarok 2.0l trendline 4motion,[1670267],3920
volkswagen amarok 2.0l trendline 4x2,[1670268],3921
volkswagen amarok 3.0l v6,[1670269],3922
volkswagen atlas 3.6l at comfortline 4motion,[2034876],3923
volkswagen cargo volkswagen 11180 delivery aljibe inox. 5.000 lts,"[1671789, 1671789]",3924
volkswagen cargo volkswagen 11180 delivery barandas altas reciclaje,"[1671850, 1671850]",3925
volkswagen cargo volkswagen 11180 delivery cg,"[1671844, 1671844]",3926
volkswagen cargo volkswagen 11180 delivery pickup,"[1671841, 1671841]",3927
volkswagen cargo volkswagen 17230 6x2 constellation recolector 19 m3 alza contenedor,"[1671816, 1671816]",3928
volkswagen cargo volkswagen 17230 constellation 4x2 aljibe 10.000 lts acero carbono,"[1671790, 1671790, 1671790, 1671790]",3929
volkswagen cargo volkswagen 17230 constellation 4x2 aljibe 10.000 lts acero inoxidable,"[1671791, 1671791, 1671791, 1671791]",3930
volkswagen cargo volkswagen 17230 constellation 6x2 recolector 20 m3 alza contenedor,"[1671818, 1671818]",3931
volkswagen cargo volkswagen 17230 constellation aljibe 10000 lts acero carbono,"[1671792, 1671792]",3932
volkswagen cargo volkswagen 17230 constellation aljibe 10000 lts acero inoxidable,"[1671793, 1671793]",3933
volkswagen cargo volkswagen 17230 constellation recolector 15 m3 alza contenedor,"[1671817, 1671817]",3934
volkswagen cargo volkswagen 17230 contellation 4x2 recolector 15 m3 alza contenedor,"[1671819, 1671819]",3935
volkswagen cargo volkswagen 17280 6x2 aut constellation 6x2 recolector 19 m3,"[1671820, 1671820]",3936
volkswagen cargo volkswagen 17280 at constellation 4x2 aljibe 10.000 lts acero carbono,"[1671794, 1671794]",3937
volkswagen cargo volkswagen 17280 aut constellation 4x2 recolector 15m3,"[1671821, 1671821]",3938
volkswagen cargo volkswagen 17280 aut constellation 6x2 recolector 19 m3,"[1671822, 1671822]",3939
volkswagen cargo volkswagen 17280 aut constellation 6x2 recolector 20m3,"[1671823, 1671823]",3940
volkswagen cargo volkswagen 17280 az constellation 4x2 aljibe 10.000 lts acero carbono,"[1671796, 1671796, 1671796]",3941
volkswagen cargo volkswagen 17280 az constellation 6x2 aljibe 15.000 lts acero carbono,"[1671797, 1671797]",3942
volkswagen cargo volkswagen 17280 az constellation aljibe 10000 lts acero carbono,"[1671799, 1671799]",3943
volkswagen cargo volkswagen 17280 az constellation aljibe 10000 lts acero inoxidable,"[1671800, 1671800, 1671800]",3944
volkswagen cargo volkswagen 17280 constellation 4x2 carroceria plana barandas,"[1671845, 1671845, 1671845]",3945
volkswagen cargo volkswagen 17280 constellation aljibe 10000 lts acero carbono,"[1671802, 1671802, 1671802]",3946
volkswagen cargo volkswagen 17280 constellation aljibe 10000 lts acero inoxidable,"[1671803, 1671803, 1671803, 1671803]",3947
volkswagen cargo volkswagen 17280 constellation cisterna 10000 lts combustible,"[1671781, 1671781]",3948
volkswagen cargo volkswagen 17280 constellation mt 4x2 recolector delta 15m3,"[1671824, 1671824]",3949
volkswagen cargo volkswagen 17280 constellation mt 6x2 aljibe 15.000 lts acero carbono,"[1671804, 1671804, 1671804]",3950
volkswagen cargo volkswagen 17280 constellation mt 6x2 recolector delta 19m3,"[1671825, 1671825]",3951
volkswagen cargo volkswagen 17280 constellation recolector de 15m3,"[1671826, 1671826, 1671826]",3952
volkswagen cargo volkswagen 17280 contellation at recolector 15m3,"[1671827, 1671827, 1671827]",3953
volkswagen cargo volkswagen 17280 mt constellation 4x2 aljibe 10.000 lts acero carbono,"[1671805, 1671805, 1671805, 1671805]",3954
volkswagen cargo volkswagen 17280 mt constellation 4x2 cisterna 10000 lts combustible,"[1671784, 1671784]",3955
volkswagen cargo volkswagen 17280 mt constellation 4x2 recolector 15m3,"[1671828, 1671828]",3956
volkswagen cargo volkswagen 17280 mt constellation 6x2 recolector 19 m3,"[1671829, 1671829]",3957
volkswagen cargo volkswagen 17280 mt constellation 6x2 recolector 20 m3,"[1671830, 1671830]",3958
volkswagen cargo volkswagen 26280 6x4 constellation aljibe 15000 lts acero inoxidable,"[1671808, 1671808, 1671808, 1671808]",3959
volkswagen cargo volkswagen 26280 6x4 constellation aljibe acero carbono 15000 lts,"[1671809, 1671809, 1671809]",3960
volkswagen cargo volkswagen 31.330 contellation 6x4 recolector 20m3,"[1671831, 1671831]",3961
volkswagen cargo volkswagen 31330 6x4 constellation aljibe 20000 lts acero carbono,"[1671810, 1671810, 1671810]",3962
volkswagen cargo volkswagen 31330 6x4 constellation recolector 19 m3,"[1671832, 1671832]",3963
volkswagen cargo volkswagen 31330 constellation 6x4 aljibe 20000 lts acero carbono,"[1671811, 1671811]",3964
volkswagen cargo volkswagen 31330 constellation 6x4 aljibe 20000 lts acero inoxidable,"[1671812, 1671812, 1671812]",3965
volkswagen cargo volkswagen 31330 constellation 6x4 recolector 19 m3,"[1671833, 1671833, 1671833]",3966
volkswagen cargo volkswagen 31330 constellation mt 6x4 recolector delta 19m3,"[1671834, 1671834]",3967
volkswagen cargo volkswagen 31330 constellation mt 6x4 recolector delta 21m3,"[1671835, 1671835, 1671835]",3968
volkswagen cargo volkswagen 32.360 constellation 6x4 aljibe acero carbono 20.000 lts,"[1671813, 1671813]",3969
volkswagen cargo volkswagen 6160 delivery cg,"[1671846, 1671846]",3970
volkswagen cargo volkswagen 6160 delivery pickup,"[1671842, 1671842]",3971
volkswagen cargo volkswagen 6160 delivery plataforma con baranda,"[1671840, 1671840]",3972
volkswagen cargo volkswagen 9170 delivery cg,"[1671847, 1671847]",3973
volkswagen cargo volkswagen 9170 delivery con baranda altas reciclaje,"[1671848, 1671848]",3974
volkswagen cargo volkswagen 9170 delivery pickup,"[1671843, 1671843]",3975
volkswagen cargo volkswagen 9170 delivery recolector 5 m3,"[1671836, 1671836]",3976
volkswagen cargo volkswagen constellation 17.280 mt 4x2 aljibe carbono 10.000 lts.,"[1671788, 1671788]",3977
volkswagen cargo volkswagen constellation 17280 6x2 recolector 20m3,"[1671815, 1671815, 1671815, 1671815]",3978
volkswagen cargo volkswagen delivery 11180 recolector 7m3,"[1671837, 1671837]",3979
volkswagen cargo volkswagen delivery 9170 recolector 5m3,"[1671838, 1671838]",3980
volkswagen constellation 17.230 10.000kg,"[1671232, 1671233, 1671232, 1671233]",3981
volkswagen constellation 17.230 10000kg,"[1671234, 1671235, 1671234, 1671235]",3982
volkswagen constellation 17.230 10000lts,"[1671236, 1671237, 1671236, 1671236, 1671237]",3983
volkswagen constellation 17.230 15m3,"[1671238, 1671238]",3984
volkswagen constellation 17.230 19m3,"[1671239, 1671239]",3985
volkswagen constellation 17.280 10.000kg,"[1671240, 1671241, 1671240, 1671241]",3986
volkswagen constellation 17.280 10000kg,"[1671242, 1671243, 1671242, 1671243]",3987
volkswagen constellation 17.280 10000lts,"[1671244, 1671245, 1671244, 1671245]",3988
volkswagen constellation 17.280 15m3,"[1671246, 1671246]",3989
volkswagen constellation 17.280 19m3,"[1671247, 1671247]",3990
volkswagen constellation 17.280 4x2 2024,"[2047664, 2047665, 2047668, 2047672, 2047673]",3991
volkswagen constellation 17.280 ac 10.000kg,"[1671248, 1671249, 1671248, 1671249]",3992
volkswagen constellation 17.280 ac 10000kg,"[1671250, 1671251, 1671250, 1671251]",3993
volkswagen constellation 17.280 ac 10000lts,"[1671252, 1671253, 1671252, 1671253]",3994
volkswagen constellation 17.280 ac 15m3,"[1671254, 1671254]",3995
volkswagen constellation 17.280 ac 19m3,"[1671255, 1671255]",3996
volkswagen constellation 17.280 at 10.000kg,"[1671256, 1671257, 1671256, 1671257]",3997
volkswagen constellation 17.280 at 10000kg,"[1671258, 1671259, 1671258, 1671259]",3998
volkswagen constellation 17.280 at 10000lts,"[1671260, 1671260, 1671261, 1671261]",3999
volkswagen constellation 17.280 at 15m3,"[1671262, 1671262]",4000
volkswagen constellation 17.280 at 19m3,"[1671263, 1671263]",4001
volkswagen constellation 17.280 az 10.000kg,"[1671264, 1671265, 1671266, 1671267, 1671264, 1671265, 1671266, 1671267]",4002
volkswagen constellation 17.280 az 10000kg,"[1671268, 1671269, 1671270, 1671271, 1671268, 1671269, 1671270, 1671271]",4003
volkswagen constellation 17.280 az 10000lts,"[1671272, 1671273, 1671274, 1671275, 1671272, 1671273, 1671274, 1671275]",4004
volkswagen constellation 17.280 az 15m3,"[1671276, 1671277, 1671276, 1671277]",4005
volkswagen constellation 17.280 az 19m3,"[1671278, 1671279, 1671278, 1671279]",4006
volkswagen constellation 17.280 hr az 10.000kg,"[1671280, 1671281, 1671280, 1671281]",4007
volkswagen constellation 17.280 hr az 10000kg,"[1671282, 1671283, 1671282, 1671283]",4008
volkswagen constellation 17.280 hr az 10000lts,"[1671284, 1671285, 1671284, 1671285]",4009
volkswagen constellation 17.280 hr az 15m3,"[1671286, 1671286]",4010
volkswagen constellation 17.280 hr az 19m3,"[1671287, 1671287]",4011
volkswagen constellation 17.280 hr mt 10.000kg,"[1671288, 1671289, 1671288, 1671289]",4012
volkswagen constellation 17.280 hr mt 10000kg,"[1671290, 1671291, 1671290, 1671291]",4013
volkswagen constellation 17.280 hr mt 10000lts,"[1671293, 1671292, 1671293, 1671292, 1671293]",4014
